Month,Day,Hour,Hour_simulation,,"Day_type(0,1)","Building_opening_hours(0,1)","Building_use_intensity(0,1)",External temperture (ºC),Indoor_temperature.FF_θair(ºC) ,,Heating_thermal_load(kW),Cooling_thermal_load(kW),Indoor_temperature.Set-point_θair(ºC) ,,Energy_Heating(kW),Energy_Cooling(kW),Energy_Ventilation(kW),Hot_water(kW),Lighting(kW),Building_background/standby(kW),Others(kW)
Aug,14,1,5401,,1,1,0.77,17.8,29.11,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,14,2,5402,,1,1,0.77,17.8,29.01,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,14,3,5403,,1,1,0.77,17.8,28.91,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,14,4,5404,,1,1,0.77,18.3,28.85,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,14,5,5405,,1,1,0.77,17.2,28.67,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,14,6,5406,,1,1,0.77,16.7,28.53,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,14,7,5407,,1,1,1.00,17.8,28.02,,10.80,0.00,23.82,,10.45,0.00,14.70,0.80,7.88,6.53,4.91
Aug,14,8,5408,,1,1,1.00,19.4,28.33,,0.00,17.29,24.00,,0.00,17.83,14.70,0.80,7.88,6.53,4.91
Aug,14,9,5409,,1,1,1.00,21.1,28.59,,0.00,41.65,24.00,,0.00,22.20,14.70,0.80,7.88,6.53,4.91
Aug,14,10,5410,,1,1,1.00,21.7,28.68,,0.00,51.08,24.00,,0.00,24.66,14.70,0.80,7.88,6.53,4.91
Aug,14,11,5411,,1,1,1.00,23.9,29.10,,0.00,83.44,24.00,,0.00,36.01,14.70,0.80,7.88,6.53,4.91
Aug,14,12,5412,,1,1,1.00,23.3,29.10,,0.00,81.39,24.00,,0.00,34.73,14.70,0.80,7.88,6.53,4.91
Aug,14,13,5413,,1,1,1.00,24.4,29.30,,0.00,94.30,24.00,,0.00,40.29,14.70,0.80,7.88,6.53,4.91
Aug,14,14,5414,,1,1,1.00,22.8,29.23,,0.00,85.91,24.00,,0.00,35.69,14.70,0.80,7.88,6.53,4.91
Aug,14,15,5415,,1,1,1.00,23.3,29.36,,0.00,92.67,24.00,,0.00,38.47,14.70,0.80,7.88,6.53,4.91
Aug,14,16,5416,,1,1,1.00,25,29.57,,0.00,105.37,24.00,,0.00,44.92,14.70,0.80,7.88,6.53,4.91
Aug,14,17,5417,,1,1,1.00,21.7,29.23,,0.00,76.34,24.00,,0.00,31.62,14.70,0.80,7.88,6.53,4.91
Aug,14,18,5418,,1,1,1.00,21.1,29.14,,0.00,68.80,24.00,,0.00,28.90,14.70,0.80,7.88,6.53,4.91
Aug,14,19,5419,,1,1,1.00,20,28.94,,0.00,53.93,24.00,,0.00,24.24,14.70,0.80,7.88,6.53,4.91
Aug,14,20,5420,,1,1,1.00,17.2,28.51,,0.00,23.88,24.00,,0.00,17.60,14.70,0.80,7.88,6.53,4.91
Aug,14,21,5421,,1,1,1.00,18.3,28.52,,0.00,29.59,24.00,,0.00,18.76,14.70,0.80,7.88,6.53,4.91
Aug,14,22,5422,,1,1,0.77,17.8,28.70,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,14,23,5423,,1,1,0.77,17.2,28.55,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,14,24,5424,,1,1,0.77,18.3,28.54,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,15,1,5425,,1,1,0.77,18.3,28.46,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,15,2,5426,,1,1,0.77,17.2,28.29,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,15,3,5427,,1,1,0.77,17.2,28.19,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,15,4,5428,,1,1,0.77,16.1,28.00,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,15,5,5429,,1,1,0.77,16.1,27.89,,0.00,0.00,23.96,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,15,6,5430,,1,1,0.77,16.1,27.78,,0.00,0.00,23.92,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,15,7,5431,,1,1,1.00,18.3,27.41,,11.44,0.00,23.81,,11.07,0.00,14.70,0.80,7.88,6.53,4.91
Aug,15,8,5432,,1,1,1.00,20,27.78,,0.00,19.93,24.00,,0.00,18.32,14.70,0.80,7.88,6.53,4.91
Aug,15,9,5433,,1,1,1.00,23.3,28.26,,0.00,59.04,24.00,,0.00,27.86,14.70,0.80,7.88,6.53,4.91
Aug,15,10,5434,,1,1,1.00,24.4,28.53,,0.00,79.00,24.00,,0.00,35.03,14.70,0.80,7.88,6.53,4.91
Aug,15,11,5435,,1,1,1.00,25.6,28.86,,0.00,100.48,24.00,,0.00,43.95,14.70,0.80,7.88,6.53,4.91
Aug,15,12,5436,,1,1,1.00,25.6,29.06,,0.00,110.58,24.00,,0.00,47.56,14.70,0.80,7.88,6.53,4.91
Aug,15,13,5437,,1,1,1.00,25,29.17,,0.00,112.76,24.00,,0.00,47.49,14.70,0.80,7.88,6.53,4.91
Aug,15,14,5438,,1,1,1.00,18.9,28.44,,0.00,52.77,24.00,,0.00,23.29,14.70,0.80,7.88,6.53,4.91
Aug,15,15,5439,,1,1,1.00,21.7,28.73,,0.00,75.14,24.00,,0.00,31.26,14.70,0.80,7.88,6.53,4.91
Aug,15,16,5440,,1,1,1.00,20,28.59,,0.00,63.22,24.00,,0.00,26.54,14.70,0.80,7.88,6.53,4.91
Aug,15,17,5441,,1,1,1.00,20,28.54,,0.00,59.01,24.00,,0.00,25.47,14.70,0.80,7.88,6.53,4.91
Aug,15,18,5442,,1,1,1.00,19.4,28.42,,0.00,50.26,24.00,,0.00,23.04,14.70,0.80,7.88,6.53,4.91
Aug,15,19,5443,,1,1,1.00,20,28.42,,0.00,51.23,24.00,,0.00,23.62,14.70,0.80,7.88,6.53,4.91
Aug,15,20,5444,,1,1,1.00,18.3,28.14,,0.00,31.86,24.00,,0.00,19.08,14.70,0.80,7.88,6.53,4.91
Aug,15,21,5445,,1,1,1.00,17.8,27.98,,0.00,23.40,24.00,,0.00,17.79,14.70,0.80,7.88,6.53,4.91
Aug,15,22,5446,,1,1,0.77,16.7,28.11,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,15,23,5447,,1,1,0.77,16.1,27.95,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,15,24,5448,,1,1,0.77,16.1,27.84,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,16,1,5449,,1,1,0.77,16.7,27.78,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,16,2,5450,,1,1,0.77,15.6,27.59,,0.00,0.00,23.98,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,16,3,5451,,1,1,0.77,15,27.43,,0.00,0.00,23.89,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,16,4,5452,,1,1,0.77,13.3,27.16,,0.00,0.00,23.69,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,16,5,5453,,1,1,0.77,12.8,26.97,,0.00,0.00,23.56,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,16,6,5454,,1,1,0.77,12.8,26.81,,0.00,0.00,23.47,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,16,7,5455,,1,1,1.00,16.1,26.44,,41.31,0.00,23.32,,40.30,0.00,14.70,0.80,7.88,6.53,4.91
Aug,16,8,5456,,1,1,1.00,18.3,26.86,,10.85,0.00,23.82,,10.49,0.00,14.70,0.80,7.88,6.53,4.91
Aug,16,9,5457,,1,1,1.00,20.6,27.22,,0.00,18.53,24.00,,0.00,18.43,14.70,0.80,7.88,6.53,4.91
Aug,16,10,5458,,1,1,1.00,22.2,27.49,,0.00,41.70,24.00,,0.00,22.83,14.70,0.80,7.88,6.53,4.91
Aug,16,11,5459,,1,1,1.00,22.2,27.64,,0.00,53.32,24.00,,0.00,25.54,14.70,0.80,7.88,6.53,4.91
Aug,16,12,5460,,1,1,1.00,23.9,28.04,,0.00,81.98,24.00,,0.00,35.53,14.70,0.80,7.88,6.53,4.91
Aug,16,13,5461,,1,1,1.00,25.6,28.48,,0.00,110.70,24.00,,0.00,47.60,14.70,0.80,7.88,6.53,4.91
Aug,16,14,5462,,1,1,1.00,25.6,28.70,,0.00,119.73,24.00,,0.00,50.72,14.70,0.80,7.88,6.53,4.91
Aug,16,15,5463,,1,1,1.00,25,28.84,,0.00,122.35,24.00,,0.00,50.72,14.70,0.80,7.88,6.53,4.91
Aug,16,16,5464,,1,1,1.00,26.1,29.06,,0.00,130.27,24.00,,0.00,54.94,14.70,0.80,7.88,6.53,4.91
Aug,16,17,5465,,1,1,1.00,22.2,28.67,,0.00,92.92,24.00,,0.00,37.33,14.70,0.80,7.88,6.53,4.91
Aug,16,18,5466,,1,1,1.00,22.2,28.68,,0.00,89.58,24.00,,0.00,36.26,14.70,0.80,7.88,6.53,4.91
Aug,16,19,5467,,1,1,1.00,19.4,28.30,,0.00,58.34,24.00,,0.00,24.90,14.70,0.80,7.88,6.53,4.91
Aug,16,20,5468,,1,1,1.00,16.7,27.89,,0.00,27.44,24.00,,0.00,17.80,14.70,0.80,7.88,6.53,4.91
Aug,16,21,5469,,1,1,1.00,17.2,27.82,,0.00,26.12,24.00,,0.00,17.85,14.70,0.80,7.88,6.53,4.91
Aug,16,22,5470,,1,1,0.77,16.1,27.96,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,16,23,5471,,1,1,0.77,14.4,27.71,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,16,24,5472,,1,1,0.77,15,27.62,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,17,1,5473,,1,1,0.77,15,27.49,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,17,2,5474,,1,1,0.77,15,27.37,,0.00,0.00,23.96,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,17,3,5475,,1,1,0.77,15,27.24,,0.00,0.00,23.90,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,17,4,5476,,1,1,0.77,13.3,26.98,,0.00,0.00,23.70,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,17,5,5477,,1,1,0.77,11.7,26.70,,0.00,0.00,23.48,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,17,6,5478,,1,1,0.77,12.2,26.57,,0.00,0.00,23.41,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,17,7,5479,,1,1,1.00,15,26.11,,51.04,0.00,23.16,,49.92,0.00,14.70,0.80,7.88,6.53,4.91
Aug,17,8,5480,,1,1,1.00,18.3,26.64,,14.41,0.00,23.76,,13.96,0.00,14.70,0.80,7.88,6.53,4.91
Aug,17,9,5481,,1,1,1.00,21.7,27.13,,0.00,23.52,24.00,,0.00,19.45,14.70,0.80,7.88,6.53,4.91
Aug,17,10,5482,,1,1,1.00,22.8,27.43,,0.00,48.30,24.00,,0.00,24.69,14.70,0.80,7.88,6.53,4.91
Aug,17,11,5483,,1,1,1.00,25,27.87,,0.00,80.13,24.00,,0.00,36.03,14.70,0.80,7.88,6.53,4.91
Aug,17,12,5484,,1,1,1.00,27.2,28.36,,0.00,111.97,24.00,,0.00,50.32,14.70,0.80,7.88,6.53,4.91
Aug,17,13,5485,,1,1,1.00,27.2,28.61,,0.00,123.33,24.00,,0.00,54.35,14.70,0.80,7.88,6.53,4.91
Aug,17,14,5486,,1,1,1.00,28.3,28.98,,0.00,141.79,24.00,,0.00,61.98,14.70,0.80,7.88,6.53,4.91
Aug,17,15,5487,,1,1,1.00,28.3,29.21,,0.00,148.83,24.00,,0.00,63.86,14.70,0.80,7.88,6.53,4.91
Aug,17,16,5488,,1,1,1.00,28.3,29.40,,0.00,151.91,24.00,,0.00,64.60,14.70,0.80,7.88,6.53,4.91
Aug,17,17,5489,,1,1,1.00,27.8,29.48,,0.00,146.66,24.00,,0.00,62.46,14.70,0.80,7.88,6.53,4.91
Aug,17,18,5490,,1,1,1.00,26.7,29.46,,0.00,135.60,24.00,,0.00,57.53,14.70,0.80,7.88,6.53,4.91
Aug,17,19,5491,,1,1,1.00,23.3,29.10,,0.00,100.44,24.00,,0.00,41.08,14.70,0.80,7.88,6.53,4.91
Aug,17,20,5492,,1,1,1.00,23.3,29.11,,0.00,96.29,24.00,,0.00,39.69,14.70,0.80,7.88,6.53,4.91
Aug,17,21,5493,,1,1,1.00,20,28.69,,0.00,61.72,24.00,,0.00,26.16,14.70,0.80,7.88,6.53,4.91
Aug,17,22,5494,,1,1,0.77,18.9,28.77,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,17,23,5495,,1,1,0.77,18.9,28.70,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,17,24,5496,,1,1,0.77,18.3,28.57,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,18,1,5497,,1,1,0.77,17.8,28.45,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,18,2,5498,,1,1,0.77,17.2,28.31,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,18,3,5499,,1,1,0.77,17.2,28.21,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,18,4,5500,,1,1,0.77,15.6,27.98,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,18,5,5501,,1,1,0.77,15,27.81,,0.00,0.00,23.95,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,18,6,5502,,1,1,0.77,15.6,27.73,,0.00,0.00,23.94,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,18,7,5503,,1,1,1.00,18.3,27.40,,8.30,0.00,23.86,,8.02,0.00,14.70,0.80,7.88,6.53,4.91
Aug,18,8,5504,,1,1,1.00,21.1,27.91,,0.00,33.93,24.00,,0.00,20.74,14.70,0.80,7.88,6.53,4.91
Aug,18,9,5505,,1,1,1.00,23.9,28.36,,0.00,69.31,24.00,,0.00,31.41,14.70,0.80,7.88,6.53,4.91
Aug,18,10,5506,,1,1,1.00,26.7,28.89,,0.00,107.10,24.00,,0.00,47.82,14.70,0.80,7.88,6.53,4.91
Aug,18,11,5507,,1,1,1.00,30,29.53,,0.00,148.40,24.00,,0.00,66.66,14.70,0.80,7.88,6.53,4.91
Aug,18,12,5508,,1,1,1.00,30,29.83,,0.00,160.25,24.00,,0.00,69.21,14.70,0.80,7.88,6.53,4.91
Aug,18,13,5509,,1,1,1.00,31.1,30.27,,0.00,181.30,24.00,,0.00,72.90,14.70,0.80,7.88,6.53,4.91
Aug,18,14,5510,,1,1,1.00,32.2,30.71,,0.00,199.85,24.00,,0.00,72.16,14.70,0.80,7.88,6.53,4.91
Aug,18,15,5511,,1,1,1.00,32.2,31.02,,0.00,207.63,24.00,,0.00,69.94,14.70,0.80,7.88,6.53,4.91
Aug,18,16,5512,,1,1,1.00,31.7,31.21,,0.00,205.95,24.00,,0.00,70.05,14.70,0.80,7.88,6.53,4.91
Aug,18,17,5513,,1,1,1.00,31.7,31.38,,0.00,203.77,24.00,,0.00,70.67,14.70,0.80,7.88,6.53,4.91
Aug,18,18,5514,,1,1,1.00,27.8,31.06,,0.00,166.15,24.00,,0.00,66.51,14.70,0.80,7.88,6.53,4.91
Aug,18,19,5515,,1,1,1.00,25.6,30.84,,0.00,139.95,24.00,,0.00,57.05,14.70,0.80,7.88,6.53,4.91
Aug,18,20,5516,,1,1,1.00,22.2,30.42,,0.00,102.59,24.00,,0.00,40.48,14.70,0.80,7.88,6.53,4.91
Aug,18,21,5517,,1,1,1.00,22.8,30.44,,0.00,101.90,24.00,,0.00,40.97,14.70,0.80,7.88,6.53,4.91
Aug,18,22,5518,,1,1,0.77,23.3,30.64,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,18,23,5519,,1,1,0.77,21.7,30.47,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,18,24,5520,,1,1,0.77,21.1,30.37,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,19,1,5521,,1,1,0.77,20.6,30.26,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,19,2,5522,,1,1,0.77,20,30.14,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,19,3,5523,,1,1,0.77,19.4,30.01,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,19,4,5524,,1,1,0.77,20,29.97,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,19,5,5525,,1,1,0.77,19.4,29.84,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,19,6,5526,,1,1,0.77,19.4,29.76,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,19,7,5527,,1,1,1.00,22.2,29.56,,0.00,40.95,24.00,,0.00,22.67,14.70,0.80,7.88,6.53,4.91
Aug,19,8,5528,,1,1,1.00,26.7,30.33,,0.00,101.73,24.00,,0.00,45.84,14.70,0.80,7.88,6.53,4.91
Aug,19,9,5529,,1,1,1.00,30,30.92,,0.00,142.95,24.00,,0.00,65.20,14.70,0.80,7.88,6.53,4.91
Aug,19,10,5530,,1,1,1.00,31.7,31.40,,0.00,171.53,24.00,,0.00,73.51,14.70,0.80,7.88,6.53,4.91
Aug,19,11,5531,,1,1,1.00,32.8,31.89,,0.00,196.88,24.00,,0.00,73.48,14.70,0.80,7.88,6.53,4.91
Aug,19,12,5532,,1,1,1.00,34.4,32.39,,0.00,221.67,24.00,,0.00,64.17,14.70,0.80,7.88,6.53,4.91
Aug,19,13,5533,,1,1,1.00,34.4,32.73,,0.00,231.62,24.00,,0.00,56.96,14.70,0.80,7.88,6.53,4.91
Aug,19,14,5534,,1,1,1.00,34.4,33.05,,0.00,239.26,24.00,,0.00,50.23,14.70,0.80,7.88,6.53,4.91
Aug,19,15,5535,,1,1,1.00,32.8,33.05,,0.00,222.89,24.00,,0.00,63.30,14.70,0.80,7.88,6.53,4.91
Aug,19,16,5536,,1,1,1.00,27.8,32.61,,0.00,176.81,24.00,,0.00,67.71,14.70,0.80,7.88,6.53,4.91
Aug,19,17,5537,,1,1,1.00,27.2,32.59,,0.00,167.11,24.00,,0.00,65.68,14.70,0.80,7.88,6.53,4.91
Aug,19,18,5538,,1,1,1.00,26.7,32.55,,0.00,156.87,24.00,,0.00,63.04,14.70,0.80,7.88,6.53,4.91
Aug,19,19,5539,,1,1,1.00,24.4,32.26,,0.00,129.28,24.00,,0.00,52.04,14.70,0.80,7.88,6.53,4.91
Aug,19,20,5540,,1,1,1.00,22.2,31.93,,0.00,102.54,24.00,,0.00,40.46,14.70,0.80,7.88,6.53,4.91
Aug,19,21,5541,,1,1,1.00,22.8,31.91,,0.00,101.86,24.00,,0.00,40.96,14.70,0.80,7.88,6.53,4.91
Aug,19,22,5542,,1,1,0.77,21.7,32.01,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,19,23,5543,,1,1,0.77,21.1,31.88,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,19,24,5544,,1,1,0.77,21.1,31.79,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,20,1,5545,,1,1,0.77,18.9,31.51,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,20,2,5546,,1,1,0.77,20.6,31.53,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,20,3,5547,,1,1,0.77,20.6,31.43,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,20,4,5548,,1,1,0.77,20.6,31.34,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,20,5,5549,,1,1,0.77,20,31.20,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,20,6,5550,,1,1,0.77,20,31.10,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,20,7,5551,,1,1,1.00,22.8,30.85,,0.00,47.43,24.00,,0.00,24.48,14.70,0.80,7.88,6.53,4.91
Aug,20,8,5552,,1,1,1.00,25.6,31.38,,0.00,92.31,24.00,,0.00,41.00,14.70,0.80,7.88,6.53,4.91
Aug,20,9,5553,,1,1,1.00,29.4,31.97,,0.00,136.48,24.00,,0.00,62.25,14.70,0.80,7.88,6.53,4.91
Aug,20,10,5554,,1,1,1.00,30,32.26,,0.00,153.26,24.00,,0.00,67.81,14.70,0.80,7.88,6.53,4.91
Aug,20,11,5555,,1,1,1.00,30,32.40,,0.00,157.85,24.00,,0.00,68.77,14.70,0.80,7.88,6.53,4.91
Aug,20,12,5556,,1,1,1.00,31.1,32.81,,0.00,181.52,24.00,,0.00,72.90,14.70,0.80,7.88,6.53,4.91
Aug,20,13,5557,,1,1,1.00,31.1,33.08,,0.00,192.59,24.00,,0.00,72.17,14.70,0.80,7.88,6.53,4.91
Aug,20,14,5558,,1,1,1.00,27,32.68,,0.00,153.31,24.00,,0.00,62.76,14.70,0.80,7.88,6.53,4.91
Aug,20,15,5559,,1,1,1.00,25.6,32.54,,0.00,138.28,24.00,,0.00,56.58,14.70,0.80,7.88,6.53,4.91
Aug,20,16,5560,,1,1,1.00,25.6,32.55,,0.00,134.98,24.00,,0.00,55.61,14.70,0.80,7.88,6.53,4.91
Aug,20,17,5561,,1,1,1.00,25.6,32.59,,0.00,135.43,24.00,,0.00,55.74,14.70,0.80,7.88,6.53,4.91
Aug,20,18,5562,,1,1,1.00,24.4,32.41,,0.00,118.95,24.00,,0.00,48.74,14.70,0.80,7.88,6.53,4.91
Aug,20,19,5563,,1,1,1.00,24,32.30,,0.00,110.31,24.00,,0.00,45.30,14.70,0.80,7.88,6.53,4.91
Aug,20,20,5564,,1,1,1.00,22.2,32.02,,0.00,89.21,24.00,,0.00,36.14,14.70,0.80,7.88,6.53,4.91
Aug,20,21,5565,,1,1,1.00,21.7,31.86,,0.00,79.98,24.00,,0.00,32.73,14.70,0.80,7.88,6.53,4.91
Aug,20,22,5566,,1,1,0.77,21.7,32.08,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,20,23,5567,,1,1,0.77,18.9,31.76,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,20,24,5568,,1,1,0.77,17.8,31.54,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,21,1,5569,,1,1,0.77,20.6,31.62,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,21,2,5570,,1,1,0.77,18.3,31.33,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,21,3,5571,,1,1,0.77,19.4,31.29,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,21,4,5572,,1,1,0.77,18.9,31.14,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,21,5,5573,,1,1,0.77,18.9,31.02,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,21,6,5574,,1,1,0.77,17.8,30.81,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,21,7,5575,,1,1,1.00,21.1,30.49,,0.00,24.20,24.00,,0.00,19.28,14.70,0.80,7.88,6.53,4.91
Aug,21,8,5576,,1,1,1.00,23.9,31.00,,0.00,69.87,24.00,,0.00,31.59,14.70,0.80,7.88,6.53,4.91
Aug,21,9,5577,,1,1,1.00,26.1,31.37,,0.00,100.42,24.00,,0.00,44.57,14.70,0.80,7.88,6.53,4.91
Aug,21,10,5578,,1,1,1.00,26.7,31.62,,0.00,118.05,24.00,,0.00,51.77,14.70,0.80,7.88,6.53,4.91
Aug,21,11,5579,,1,1,1.00,27.2,31.84,,0.00,132.19,24.00,,0.00,57.28,14.70,0.80,7.88,6.53,4.91
Aug,21,12,5580,,1,1,1.00,28.3,32.17,,0.00,152.09,24.00,,0.00,64.64,14.70,0.80,7.88,6.53,4.91
Aug,21,13,5581,,1,1,1.00,29.4,32.51,,0.00,171.23,24.00,,0.00,69.75,14.70,0.80,7.88,6.53,4.91
Aug,21,14,5582,,1,1,1.00,30,32.81,,0.00,185.69,24.00,,0.00,71.21,14.70,0.80,7.88,6.53,4.91
Aug,21,15,5583,,1,1,1.00,30.6,33.09,,0.00,196.61,24.00,,0.00,70.99,14.70,0.80,7.88,6.53,4.91
Aug,21,16,5584,,1,1,1.00,31.1,33.30,,0.00,201.67,24.00,,0.00,70.59,14.70,0.80,7.88,6.53,4.91
Aug,21,17,5585,,1,1,1.00,28.9,33.14,,0.00,179.67,24.00,,0.00,69.56,14.70,0.80,7.88,6.53,4.91
Aug,21,18,5586,,1,1,1.00,27.8,33.04,,0.00,163.84,24.00,,0.00,66.15,14.70,0.80,7.88,6.53,4.91
Aug,21,19,5587,,1,1,1.00,25.6,32.77,,0.00,138.42,24.00,,0.00,56.62,14.70,0.80,7.88,6.53,4.91
Aug,21,20,5588,,1,1,1.00,24.4,32.59,,0.00,122.03,24.00,,0.00,49.75,14.70,0.80,7.88,6.53,4.91
Aug,21,21,5589,,1,1,1.00,24.4,32.54,,0.00,117.01,24.00,,0.00,48.09,14.70,0.80,7.88,6.53,4.91
Aug,21,22,5590,,1,1,0.77,21.7,32.47,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,21,23,5591,,1,1,0.77,21.7,32.38,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,21,24,5592,,1,1,0.77,20.6,32.20,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,22,1,5593,,1,1,0.77,20,32.04,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,22,2,5594,,1,1,0.77,20,31.93,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,22,3,5595,,1,1,0.77,17.8,31.63,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,22,4,5596,,1,1,0.77,17.8,31.48,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,22,5,5597,,1,1,0.77,18.3,31.38,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
